,zip_code,ID,area,len
96,90278,97,99275500.79337455,55422.67897353669
97,90280,98,209519099.02634346,104415.4552243861
98,90290,99,521684316.1674489,134585.66731907948
99,90291,100,65626605.666375175,38370.54469937614
100,90292,101,68588838.115129,37777.71176049051
101,90293,102,52241404.95437184,56892.40613565484
102,90301,103,95595462.79024807,56522.20522919497
103,90302,104,51768022.08762025,38898.662853603826
104,90303,105,55672403.85619542,38418.30859980505
105,90304,106,45935698.52805102,42782.87874834925
106,90305,107,45367397.27443763,38633.616066894145
107,90401,108,23522669.069455642,27719.381315859482
108,90402,109,54260993.14598913,49898.04910066727
109,90403,110,38720755.16091101,39140.70875203659
110,90404,111,53047319.864798136,42483.108803669886
111,90405,112,77411786.57930802,45710.36608889714
112,90501,113,157273051.04184547,71750.07171394752
113,90502,114,63151351.64785406,42751.37020641081
114,90503,115,163804707.71656552,62503.0060451266
115,90504,116,107762252.96942064,52890.12597567822
116,90505,117,163049815.50242463,68803.65734708057
117,90506,118,4584443.587596007,8510.138921761007
118,90601,119,272864259.1249076,136418.69115808074
119,90602,120,73226413.6577606,78937.66155024145
120,90603,121,86393234.07620606,80646.75872770714
121,90604,122,118482055.07533401,71711.52776162469
122,90605,123,173199677.0801592,135634.225568099
123,90606,124,104411475.7563663,66310.97172094096
124,90623,125,1063860.3872767517,4621.470557072518
125,90630,126,1287939.4205116346,9585.822126491932
126,90631,127,178096187.75662926,74809.72620089033
127,90638,128,215212007.66925701,91812.30077229024
128,90639,129,3949906.062348854,10676.957734365018
129,90640,130,237096901.47977114,104064.38898289538
130,90650,131,271565800.2823288,92732.54750941836
131,90660,132,264888660.90127063,105083.37195588733
132,90670,133,238348748.44651082,136070.1174088847
133,90701,134,45338282.725184806,41707.52075040114
134,90703,135,246426950.21191856,119688.67250305142
135,90706,137,171785341.54499882,59208.15733483539
136,90710,138,74043898.24102055,47358.75619039431
137,90712,139,115374047.97266398,61873.34470691912
138,90713,140,97324228.25105049,47619.82546890496
139,90715,141,47788234.281002134,41993.94944474593
140,90716,142,26594509.149152424,25964.895498786504
141,90717,143,54856764.387286,46940.81813006546
142,90723,144,136327815.94643286,62962.74043609616
143,90731,145,356036411.7854839,134529.1621724391
144,90732,146,88612943.92670716,86523.23965118644
145,90744,147,243298098.1207308,92694.91014953172
146,90745,148,244127012.01215562,81937.24442416633
147,90746,149,142243752.64243415,82396.51150852772
148,90747,150,15298214.471809605,17152.438818787217
149,90755,151,61488288.07083475,56381.94936368004
150,90802,152,168434676.39079005,181881.27550556604
151,90802,1547,485596.9104059124,3122.7801850235796
152,90803,153,137033918.15012935,68577.14120568772
153,90803,1548,569833.5078540386,3263.754249266696
154,90803,1549,655606.0766550683,3729.233159438868
155,90803,1550,529034.7394280424,3207.853050665605
156,90804,154,59523294.64931276,46944.6116698697
157,90805,155,208385055.44647992,73017.68121716216
158,90806,156,125678929.4592937,96001.45759833553
159,90807,157,135399628.21041325,78510.57019567692
160,90808,158,188840478.5455797,74753.29887676862
161,90810,159,192310091.8409363,81539.30547326905
162,90813,160,98606449.06774446,63418.078235754794
163,90814,161,37504063.864851184,48405.90280740491
164,90815,162,194984820.90764815,88367.94390000078
165,90822,163,4687731.386049943,8830.995936863774
166,90831,164,872647.7713398178,3993.2052999347743
167,90840,165,10149551.60211987,22027.785107703057
168,90846,166,12406581.032625988,19768.322083400682
169,91001,167,900049190.3065567,189954.4409941165
170,91006,168,185775167.17778546,142398.58248082388
171,91007,169,152036005.3078267,70703.23637289999
172,91008,170,56392330.88145418,43157.53952455423
173,91010,171,301063683.1617496,138869.07240929702
174,91011,172,837321494.1132886,241563.96547779132
175,91016,173,735304906.076412,221662.84285162596
176,91020,174,20468364.205337286,28301.808358683495
177,91023,175,45514534.715494335,31949.159524021492
178,91024,176,1553103292.405358,266703.3959967406
179,91030,177,95762060.15028293,45255.14510878972
180,91040,178,342948302.6921499,133126.5746732385
181,91042,179,1409499919.1414602,227474.64235354605
182,91046,180,191184.2083178899,1801.70222162385
183,91101,181,34958597.706907265,34802.81146537236
184,91103,182,142110273.12051225,80603.34826388567
185,91104,183,105364790.48677944,57027.69380778729
186,91105,184,108704228.54039037,64802.12644771644
187,91106,185,78534705.92904802,75164.37346891305
188,91107,186,224566057.6938672,82825.34848512965
189,91108,187,105907263.18214177,58145.787170120035
190,91125,188,1792972.1563526378,7767.455551842745
191,91126,189,870984.5207524959,4431.969763320685
192,91201,190,81306114.71051174,51870.10358797198
193,91202,191,62648778.974213585,41425.66058411799
194,91203,192,24744364.512311824,23974.69921290347
195,91204,193,31448358.7862311,39174.667235916604
196,91205,194,60779492.58057483,45915.00939256068
197,91206,195,168696443.6340997,85276.03319014556
198,91207,196,85227936.60733947,56735.07732824955
199,91208,197,216484760.27310625,111242.21837700512
200,91210,198,1601445.3135171642,6587.806061496801
201,91214,199,243895352.920729,85515.17446463877
202,91301,200,722941323.7598987,140294.84300155914
203,91302,201,831699556.7714026,199345.88134263048
204,91303,202,59642299.031602845,39830.92501618401
205,91304,203,264974245.74073103,92738.92574156918
206,91306,204,115739866.81883249,54949.37862305114
207,91307,205,124165104.21035248,54676.33515580785
208,91311,206,633719437.2247665,152159.24524347382
209,91316,207,158922398.4681373,63843.0823946099
210,91321,1966,766385263.635398,227940.0789836421
211,91324,209,121478902.73406664,63449.61154692372
212,91325,210,133846096.09316769,98047.25607433051
213,91326,211,311973791.768694,106374.18897837301
214,91330,212,15272036.774191959,23284.74457721948
215,91331,213,237080041.49615246,87577.3712695876
216,91335,214,182517574.54024127,59869.81999789748
217,91340,215,97073111.10037217,56015.087332920404
218,91342,216,1816661220.0174246,303315.62819970265
219,91343,217,159193603.1328833,64622.415452119865
220,91344,218,398434104.24786866,97884.89364449169
221,91345,219,90791225.37745848,43365.1004155459
222,91350,220,330853639.1461792,121960.3714094019
223,91351,221,332556478.5299641,125015.33125384247
224,91352,222,415419092.718882,162985.69272076344
225,91354,223,157488303.01239422,64262.619515268976
226,91355,224,689244810.3124357,212514.0678622149
227,91356,225,208898447.3827402,72629.82381654864
228,91361,226,147148236.57822752,63085.79132157386
229,91362,227,28341041.34286462,24702.412674039468
230,91364,228,200193548.72794646,75118.95466945294
231,91367,229,216470652.79368925,87120.8517006185
232,91381,230,469059900.4983222,131569.17016176213
233,91382,231,283164508.51872444,113163.17330500545
234,91384,232,4686716413.5827465,457642.4481686896
235,91387,233,833767233.8548189,211928.63231303386
236,91390,234,6630492544.923699,578278.060789069
237,91401,235,99335496.37983872,51563.82122044375
238,91402,236,104046169.99898928,57693.817244768026
239,91403,237,96843679.67102976,68597.94994760753
240,91405,238,92209259.5296473,49011.22049994752
241,91406,239,189361101.65610594,68134.25626595669
242,91411,240,53713776.09668767,43997.84478522535
243,91423,241,113253257.13273576,81059.16520707934
244,91436,242,177689043.09444088,77816.53657024447
245,91501,243,125232549.37750213,61337.30469234978
246,91502,244,39700624.109721474,35228.84881095903
247,91504,245,131446473.14116707,57507.80882109288
248,91505,246,143159286.7440844,93419.69057559507
249,91506,247,64866884.098145545,43789.75411363
250,91521,248,2214252.251518299,5886.4048246942375
251,91522,249,3462269.411936742,7381.807458835598
252,91523,250,1815340.904871428,5292.8167321996625
253,91601,251,74137859.97372776,50023.40672060866
254,91602,252,58804795.4564346,42988.498716708214
255,91604,253,139593615.1041472,76710.28620766914
256,91605,254,147374305.53974277,70606.05308929633
257,91606,255,91562088.71728788,56311.702523708525
258,91607,256,69607233.28032383,43360.65501309499
259,91608,257,16240540.121448675,17061.408953189908
260,91702,258,1640834282.8950315,297423.4900498392
261,91706,259,413467836.79078615,126744.98683670891
262,91709,260,3787999.546549,13364.56109878876
263,91710,261,149174.6369271087,2142.3740580374333
264,91711,262,523420865.3465554,151110.18184540753
265,91722,263,114672133.258428,83310.57116500217
266,91723,264,64912802.80631041,45009.68335994184
267,91724,265,173389972.08123633,117095.29518722747
268,91731,266,105982840.04682767,79394.97320416363
269,91732,267,139826395.37499824,79277.7856816461
270,91733,268,171378375.0753881,70074.34950952609
271,91740,269,140126926.2113737,67672.67810513159
272,91741,270,655310422.6260606,134791.85553050772
273,91744,271,248006996.52384168,108331.29308139559
274,91745,272,405232415.7275849,124242.35709788225
275,91746,273,179303762.06610823,115543.73702892716
276,91748,274,316178157.8622552,108045.51678278355
277,91750,275,2170919762.706723,347602.15933756926
278,91754,276,126477786.10651456,59277.1206933546
279,91755,277,86913134.65309288,60163.63852073941
280,91759,278,128649507.60163182,93434.03395818343
281,91765,279,376268613.1718584,115862.83844806935
282,91766,280,270852852.62817645,74285.98642600034
283,91767,281,158861312.01289678,81779.08878077286
284,91768,282,208656331.8566555,101774.9411908836
285,91770,283,181762195.8800717,88629.67293933588
286,91773,284,422199601.3447839,172742.66598346867
287,91775,285,85444295.72851488,59531.2145950374
288,91776,286,97127615.62853011,61588.03207605735
289,91780,287,106549055.9469162,67491.96280419447
290,91789,288,440377794.12983054,142110.23645522824
291,91790,289,162224671.51534188,91601.64792583275
292,91791,290,183942689.99754378,92119.30669637721
293,91792,291,107174555.73241962,77710.47592937881
294,91801,292,120767478.50096187,68390.93148649485
295,91803,293,89705275.09443024,53937.89715493128
296,92397,294,995790778.9280561,141863.52617230781
297,92821,295,90298927.9192809,65184.745975462334
298,92823,296,146734511.14780343,64914.667350936106
299,93243,297,1636536728.3449671,241837.32327392485
300,93510,298,2217365259.3533015,306567.67307353334
301,93523,299,2101976938.975357,303643.88288652326
302,93532,300,3140227508.548843,456162.712668156
303,93534,301,614822601.353751,206885.83178376607
304,93535,302,7116859743.251265,508434.93436524924
305,93536,303,7768524289.793025,630966.1313518963
306,93543,304,2031257904.75865,317055.0857792209
307,93544,305,2659727640.476214,353049.14048164105
308,93550,306,4497844914.678842,496142.2721844569
309,93551,307,2243155701.1116557,335153.49758263887
310,93552,308,1905736606.6397326,283082.9408143884
311,93553,309,1590361973.2472527,304651.75984994136
312,93563,310,2074198599.9389124,288369.05291019456
313,93591,311,2604197956.966058,426758.8416477263
