,zip_code,area,len,ID
0,90001,95563401.53202905,48677.278477836226,1
1,90002,82752224.01450214,44972.01703447213,2
2,90003,102643123.14497332,63303.48175850841,3
3,90004,83956967.23411876,52471.897634685316,4
4,90005,36885814.332347654,88978.01112803166,5
5,90006,53703662.40309005,37832.45480094352,6
6,90007,68596085.98790586,57886.26997572079,7
7,90008,106644565.28326905,59093.418682425734,8
8,90010,4555114.650663612,42372.009839561,9
9,90011,119579543.02275786,57120.06467113248,10
10,90012,97163992.25026105,54830.61061455255,12
11,90013,18667346.76996447,27153.27252362343,2769
12,90014,7917526.068143083,14875.295283389516,13
13,90015,46602624.31503979,37381.5864863882,14
14,90016,103266621.82654637,57294.145176310994,15
15,90017,19807345.013683293,24579.72699332094,16
16,90018,83025065.79418042,44601.27497413117,17
17,90019,106758471.96428783,66607.66262820871,18
18,90020,32961671.812503178,41832.399273105686,19
19,90021,57382616.77704802,38396.768107895434,20
20,90022,118832976.58017385,60796.0164441832,21
21,90023,159187490.6448883,78312.763351699,22
22,90024,81821002.54066071,59099.36935599784,23
23,90025,69502027.71456861,61701.203222282915,24
24,90026,114071667.35940516,65681.06899004053,25
25,90027,240682382.717637,80042.70300396041,26
26,90028,43287307.96096895,40223.521141175435,27
27,90029,39819876.05231495,35471.19448433605,28
28,90031,106239041.30617517,79588.41185986232,29
29,90032,140227856.0298554,66300.14996001044,30
30,90033,85104880.37885667,45641.602149136175,31
31,90034,86401301.02064104,56671.572994269074,32
32,90035,57209188.43202497,43983.58565740247,33
33,90036,69593162.03351988,41354.98165163912,34
34,90037,81432298.75439373,48129.42889949208,35
35,90038,42456299.59712843,39784.557384405474,36
36,90039,113014223.20409964,69937.0604392847,37
37,90040,154837011.0932386,83607.82550202882,38
38,90041,98934408.456583,68444.46205596179,39
39,90042,126051522.50232162,69418.50815204228,40
40,90043,113286768.59979782,57259.134022794606,41
41,90044,139674730.05842578,82316.22777620712,42
42,90045,305820018.8637252,98726.59832236372,43
43,90046,157746549.212059,86575.37825797105,44
44,90047,134213045.97884384,77331.59323313774,45
45,90048,51266833.47657965,42281.16376827159,46
46,90049,426414819.8862758,132308.72240636617,47
47,90056,43781557.24702104,37127.55577006681,48
48,90057,25909144.350747086,26195.11626512308,49
49,90058,131647587.9253867,92632.01048096751,50
50,90059,93135767.77896972,66238.9472471795,51
51,90061,76648929.35140787,52266.48757821203,52
52,90062,52544723.60222512,36684.79352527334,53
53,90063,93436930.37604131,54052.13906684353,54
54,90064,110414356.2306261,65690.78766583747,55
55,90065,145389928.3467406,83157.70257169595,56
56,90066,139512530.34871498,69889.16119919674,57
57,90067,10353515.966733607,15765.281469982934,58
58,90068,205592864.86487377,86280.16951892171,59
59,90069,60101434.16512457,45167.325829601396,60
60,90071,4040733.4467486884,8750.62080790815,61
61,90073,17737982.915535223,27361.19920405895,62
62,90077,201734547.4613451,90139.71217977752,63
63,90089,7188822.482005062,12256.82834102104,64
64,90094,33728277.836124144,49434.59967529275,65
65,90095,9051774.866863389,13510.441404236703,66
66,90201,175806946.04394135,91501.69918211082,67
67,90210,302058172.74709934,107987.13191633526,68
68,90211,19584945.037881944,24391.04377963443,69
69,90212,25163960.229563933,25920.486770685522,70
70,90220,189068383.38366163,76544.46362911096,71
71,90221,149356841.74581903,84538.47081704004,72
72,90222,71883479.90483938,45326.19294794466,73
73,90230,120572532.56523676,66927.62923750975,74
74,90232,62235268.03095441,57013.59740929954,75
75,90240,86107367.43240447,54224.31988213642,76
76,90241,139469207.2450751,75882.71657343223,77
77,90242,123979641.93469049,70243.78423854317,78
78,90245,152778226.98991063,57324.78249001569,79
79,90247,103625460.48354568,61356.49887439565,80
80,90248,130974604.13773356,92105.6666650815,81
81,90249,84357415.26335527,48262.350168209545,82
82,90250,184910190.04961354,89575.3780082718,83
83,90254,40252305.7081761,28450.075228451224,84
